Bảo hành,Tình trạng,Giá đã qua sử dụng,Tên,Giá mới,Tiết kiệm,Bảo hành mới,Công nghệ CPU,Loại CPU,Tốc độ CPU,Tốc độ tối đa,RAM,Loại RAM,Tốc độ Bus RAM,Hỗ trợ RAM tối đa,Ổ cứng,Kích thước màn hình,Độ phân giải,Công nghệ màn hình,Màn hình cảm ứng,Thiết kế card,Card đồ họa,Công nghệ âm thanh,Cổng giao tiếp,Kết nối không dây,Khe đọc thẻ nhớ,Ổ đĩa quang,Webcam,Tính năng khác,Đèn bàn phím,Loại PIN,Model Adapter,Thông tin Pin,Hệ điều hành,Kích thước,Trọng lượng,Chất liệu,Thời điểm ra mắt
"●
Bảo hành: 6 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",17.420.000₫,Acer Aspire 7 Gaming A715 75G 52S5 i5 9300H/8GB/512GB/4GB GTX1650Ti/Balo/Win10 (NH.Q85SV.002),Giá máy mới: 21.990.000₫,4.570.000₫ (20%),Thời gian bảo hành: 1 năm,Intel Core i5 Coffee Lake,9300H,2.40 GHz,Turbo Boost 4.1 GHz,8 GB,DDR4 (2 khe),2666 MHz,32 GB,512 GB SSD NVMe PCIe,15.6 inch,Full HD (1920 x 1080),"Tấm nền IPS, Chống chói Anti Glare",Không,Card rời,NVIDIA GeForce GTX 1650Ti 4 GB,Acer TrueHarmony,"Jack tai nghe 3.5 mm, 2 x USB 3.2, HDMI, LAN (RJ45), USB 2.0, USB Type-C","Bluetooth 5.0, Wi-Fi 6 (802.11ax)",Không,,HD webcam,Không,Có,,Đang cập nhật,"Li-ion, 48 Wh",Windows 10 Home SL,Dài 363.4 mm - Rộng 254.5 mm - Dày 20.9 mm,2.1,Vỏ nhựa,2020
"●
Bảo hành: 10.5 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",19.200.000₫,Acer Aspire 7 Gaming A715 75G 52S5 i5 9300H/8GB/512GB/4GB GTX1650Ti/Balo/Win10 (NH.Q85SV.002),Giá máy mới: 21.990.000₫,4.570.000₫ (20%),Thời gian bảo hành: 1 năm,Intel Core i5 Coffee Lake,9300H,2.40 GHz,Turbo Boost 4.1 GHz,8 GB,DDR4 (2 khe),2666 MHz,32 GB,512 GB SSD NVMe PCIe,15.6 inch,Full HD (1920 x 1080),"Tấm nền IPS, Chống chói Anti Glare",Không,Card rời,NVIDIA GeForce GTX 1650Ti 4 GB,Acer TrueHarmony,"Jack tai nghe 3.5 mm, 2 x USB 3.2, HDMI, LAN (RJ45), USB 2.0, USB Type-C","Bluetooth 5.0, Wi-Fi 6 (802.11ax)",Không,,HD webcam,Không,Có,,Đang cập nhật,"Li-ion, 48 Wh",Windows 10 Home SL,Dài 363.4 mm - Rộng 254.5 mm - Dày 20.9 mm,2.1,Vỏ nhựa,2020
"●
Bảo hành: 10 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",17.270.000₫,Acer Aspire 3 A315 58 73DV i7 1165G7/8GB/512GB/Win10 (NX.ADDSV.007),Giá máy mới: 19.990.000₫,2.720.000₫ (13%),Thời gian bảo hành: 1 năm,Intel Core i7 Tiger Lake,1165G7,2.80 GHz,Turbo Boost 4.7 GHz,8 GB,DDR4 (On board 4GB +1 khe 4GB),Từ 2400 MHz (Hãng công bố),12 GB,"Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB), 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",15.6 inch,Full HD (1920 x 1200),"TFT, LED Backlit, Acer ComfyView",Không,Card tích hợp,Intel Iris Xe Graphics,Stereo speakers,"Jack tai nghe 3.5 mm, 2 x USB 3.2, HDMI, LAN (RJ45), USB 2.0","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",Không,,HD webcam,,Không có đèn,,,"2-cell Li-ion, 36.7 Wh",Windows 10 Home SL,,1.7,Vỏ nhựa,2021
"●
Bảo hành: 9 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",17.200.000₫,Asus ZenBook 13 UX333FN i5 8265U/8GB/512GB/2GB MX150/Túi/Win10 (A4125T),Máy mới đã ngừng kinh doanh,23%,Thời gian bảo hành: 2 năm,Intel Core i5 Coffee Lake,8265U,1.60 GHz,Turbo Boost 3.9 GHz,8 GB,DDR3L (On board),2133 MHz,Không hỗ trợ nâng cấp,SSD 512 GB NVMe PCIe,13.3 inch,Full HD (1920 x 1080),"60Hz, Chống chói Anti-Glare",Không,Card rời,"NVIDIA Geforce MX150, 2 GB",Audio by Harman/Kardon,"HDMI, USB 2.0, USB 3.1, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",Micro SD,,HD webcam,"Numberpad, Mở khóa khuôn mặt",Có,,,Li - Polymer 3 cell,Windows 10 Home SL,Dài 302 mm - Rộng 189 mm - Dày 16.9 mm,1.19 kg,Vỏ kim loại,2019
"●
Bảo hành: 6 tháng tại TGDD Xem thêm","●
Tình trạng máy: Có trầy xước",17.020.000₫,Acer Spin SP513 52N 556V i5 8250U/8GB/256GB/Touch/Win10 (NX.GR7SV.004),Máy mới đã ngừng kinh doanh,20%,Thời gian bảo hành: 1 năm,Intel Core i5 Coffee Lake,8250U,1.60 GHz,Turbo Boost 3.4 GHz,8 GB,DDR4 (On board),2400 MHz,Không hỗ trợ nâng cấp,SSD 256 GB NVMe PCIe,13.3 inch,Full HD (1920 x 1080),"60Hz, Tấm nền IPS",Có,Card tích hợp,Intel UHD Graphics 620,Acer TrueHarmony,"HDMI, USB 2.0, 2 x USB 3.0, USB Type-C","Wi-Fi 802.11 a/b/g/n/ac, Bluetooth 4.1",SD,,HD webcam,Bảo mật vân tay,Có,,Đang cập nhật,3-cell Li-ion,Windows 10 Home SL,Dài 324 mm - Rộng 226 mm - Dày 15.9 mm,1.56 kg,Vỏ kim loại,2018
"●
Bảo hành: 6 tháng tại TGDD Xem thêm","●
Tình trạng máy: Có trầy xước",17.020.000₫,Acer Spin SP513 52N 556V i5 8250U/8GB/256GB/Touch/Win10 (NX.GR7SV.004),Máy mới đã ngừng kinh doanh,20%,Thời gian bảo hành: 1 năm,Intel Core i5 Coffee Lake,8250U,1.60 GHz,Turbo Boost 3.4 GHz,8 GB,DDR4 (On board),2400 MHz,Không hỗ trợ nâng cấp,SSD 256 GB NVMe PCIe,13.3 inch,Full HD (1920 x 1080),"60Hz, Tấm nền IPS",Có,Card tích hợp,Intel UHD Graphics 620,Acer TrueHarmony,"HDMI, USB 2.0, 2 x USB 3.0, USB Type-C","Wi-Fi 802.11 a/b/g/n/ac, Bluetooth 4.1",SD,,HD webcam,Bảo mật vân tay,Có,,Đang cập nhật,3-cell Li-ion,Windows 10 Home SL,Dài 324 mm - Rộng 226 mm - Dày 15.9 mm,1.56 kg,Vỏ kim loại,2018
"●
Bảo hành: 6 tháng tại TGDD Xem thêm","●
Tình trạng máy: Có trầy xước",17.020.000₫,Acer Spin SP513 52N 556V i5 8250U/8GB/256GB/Touch/Win10 (NX.GR7SV.004),Máy mới đã ngừng kinh doanh,20%,Thời gian bảo hành: 1 năm,Intel Core i5 Coffee Lake,8250U,1.60 GHz,Turbo Boost 3.4 GHz,8 GB,DDR4 (On board),2400 MHz,Không hỗ trợ nâng cấp,SSD 256 GB NVMe PCIe,13.3 inch,Full HD (1920 x 1080),"60Hz, Tấm nền IPS",Có,Card tích hợp,Intel UHD Graphics 620,Acer TrueHarmony,"HDMI, USB 2.0, 2 x USB 3.0, USB Type-C","Wi-Fi 802.11 a/b/g/n/ac, Bluetooth 4.1",SD,,HD webcam,Bảo mật vân tay,Có,,Đang cập nhật,3-cell Li-ion,Windows 10 Home SL,Dài 324 mm - Rộng 226 mm - Dày 15.9 mm,1.56 kg,Vỏ kim loại,2018
"●
Bảo hành: 6 tháng tại TGDD Xem thêm","●
Tình trạng máy: Có trầy xước",17.020.000₫,Acer Spin SP513 52N 556V i5 8250U/8GB/256GB/Touch/Win10 (NX.GR7SV.004),Máy mới đã ngừng kinh doanh,20%,Thời gian bảo hành: 1 năm,Intel Core i5 Coffee Lake,8250U,1.60 GHz,Turbo Boost 3.4 GHz,8 GB,DDR4 (On board),2400 MHz,Không hỗ trợ nâng cấp,SSD 256 GB NVMe PCIe,13.3 inch,Full HD (1920 x 1080),"60Hz, Tấm nền IPS",Có,Card tích hợp,Intel UHD Graphics 620,Acer TrueHarmony,"HDMI, USB 2.0, 2 x USB 3.0, USB Type-C","Wi-Fi 802.11 a/b/g/n/ac, Bluetooth 4.1",SD,,HD webcam,Bảo mật vân tay,Có,,Đang cập nhật,3-cell Li-ion,Windows 10 Home SL,Dài 324 mm - Rộng 226 mm - Dày 15.9 mm,1.56 kg,Vỏ kim loại,2018
"●
Bảo hành: 6 tháng tại TGDD Xem thêm","●
Tình trạng máy: Có trầy xước",17.020.000₫,Acer Spin SP513 52N 556V i5 8250U/8GB/256GB/Touch/Win10 (NX.GR7SV.004),Máy mới đã ngừng kinh doanh,20%,Thời gian bảo hành: 1 năm,Intel Core i5 Coffee Lake,8250U,1.60 GHz,Turbo Boost 3.4 GHz,8 GB,DDR4 (On board),2400 MHz,Không hỗ trợ nâng cấp,SSD 256 GB NVMe PCIe,13.3 inch,Full HD (1920 x 1080),"60Hz, Tấm nền IPS",Có,Card tích hợp,Intel UHD Graphics 620,Acer TrueHarmony,"HDMI, USB 2.0, 2 x USB 3.0, USB Type-C","Wi-Fi 802.11 a/b/g/n/ac, Bluetooth 4.1",SD,,HD webcam,Bảo mật vân tay,Có,,Đang cập nhật,3-cell Li-ion,Windows 10 Home SL,Dài 324 mm - Rộng 226 mm - Dày 15.9 mm,1.56 kg,Vỏ kim loại,2018
"●
Bảo hành: 6 tháng tại TGDD Xem thêm","●
Tình trạng máy: Có trầy xước",17.020.000₫,Acer Spin SP513 52N 556V i5 8250U/8GB/256GB/Touch/Win10 (NX.GR7SV.004),Máy mới đã ngừng kinh doanh,20%,Thời gian bảo hành: 1 năm,Intel Core i5 Coffee Lake,8250U,1.60 GHz,Turbo Boost 3.4 GHz,8 GB,DDR4 (On board),2400 MHz,Không hỗ trợ nâng cấp,SSD 256 GB NVMe PCIe,13.3 inch,Full HD (1920 x 1080),"60Hz, Tấm nền IPS",Có,Card tích hợp,Intel UHD Graphics 620,Acer TrueHarmony,"HDMI, USB 2.0, 2 x USB 3.0, USB Type-C","Wi-Fi 802.11 a/b/g/n/ac, Bluetooth 4.1",SD,,HD webcam,Bảo mật vân tay,Có,,Đang cập nhật,3-cell Li-ion,Windows 10 Home SL,Dài 324 mm - Rộng 226 mm - Dày 15.9 mm,1.56 kg,Vỏ kim loại,2018
"●
Bảo hành: 3 tháng tại TGDD Xem thêm","●
Tình trạng máy: Có trầy xước",17.000.000₫,Acer Swift 5 SF514 53T 51EX i5 8265U/8GB/256GB/Touch/Win10 (NX.H7KSV.001),Giá máy mới: 23.990.000₫,6.990.000₫ (29%),Thời gian bảo hành: 1 năm,Intel Core i5 Coffee Lake,8265U,1.60 GHz,Turbo Boost 3.9 GHz,8 GB,DDR4 (On board),2400 MHz,Không hỗ trợ nâng cấp,256 GB SSD NVMe PCIe,14 inch,Full HD (1920 x 1080),Tấm nền IPS,Có,Card tích hợp,Intel UHD Graphics 620,"Dolby AudioPremium, Acer TrueHarmony","Jack tai nghe 3.5 mm, HDMI, 2 x USB 3.0, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",Không,,HD webcam,Bảo mật vân tay,Có,,Đang cập nhật,2-cell Li-Polymer,Windows 10 Home SL,Dài 329 mm - Rộng 228 mm - Dày 14.9 mm,0.97,Nhôm - Magie,2018
"●
Bảo hành: 3 tháng tại TGDD Xem thêm","●
Tình trạng máy: Có trầy xước",17.000.000₫,Acer Swift 5 SF514 53T 51EX i5 8265U/8GB/256GB/Touch/Win10 (NX.H7KSV.001),Giá máy mới: 23.990.000₫,6.990.000₫ (29%),Thời gian bảo hành: 1 năm,Intel Core i5 Coffee Lake,8265U,1.60 GHz,Turbo Boost 3.9 GHz,8 GB,DDR4 (On board),2400 MHz,Không hỗ trợ nâng cấp,256 GB SSD NVMe PCIe,14 inch,Full HD (1920 x 1080),Tấm nền IPS,Có,Card tích hợp,Intel UHD Graphics 620,"Dolby AudioPremium, Acer TrueHarmony","Jack tai nghe 3.5 mm, HDMI, 2 x USB 3.0, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",Không,,HD webcam,Bảo mật vân tay,Có,,Đang cập nhật,2-cell Li-Polymer,Windows 10 Home SL,Dài 329 mm - Rộng 228 mm - Dày 14.9 mm,0.97,Nhôm - Magie,2018
"●
Bảo hành: 3 tháng tại TGDD Xem thêm","●
Tình trạng máy: Có trầy xước",17.000.000₫,Acer Swift 5 SF514 53T 51EX i5 8265U/8GB/256GB/Touch/Win10 (NX.H7KSV.001),Giá máy mới: 23.990.000₫,6.990.000₫ (29%),Thời gian bảo hành: 1 năm,Intel Core i5 Coffee Lake,8265U,1.60 GHz,Turbo Boost 3.9 GHz,8 GB,DDR4 (On board),2400 MHz,Không hỗ trợ nâng cấp,256 GB SSD NVMe PCIe,14 inch,Full HD (1920 x 1080),Tấm nền IPS,Có,Card tích hợp,Intel UHD Graphics 620,"Dolby AudioPremium, Acer TrueHarmony","Jack tai nghe 3.5 mm, HDMI, 2 x USB 3.0, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",Không,,HD webcam,Bảo mật vân tay,Có,,Đang cập nhật,2-cell Li-Polymer,Windows 10 Home SL,Dài 329 mm - Rộng 228 mm - Dày 14.9 mm,0.97,Nhôm - Magie,2018
"●
Bảo hành: 3 tháng tại TGDD Xem thêm","●
Tình trạng máy: Có trầy xước",17.000.000₫,Acer Swift 5 SF514 53T 51EX i5 8265U/8GB/256GB/Touch/Win10 (NX.H7KSV.001),Giá máy mới: 23.990.000₫,6.990.000₫ (29%),Thời gian bảo hành: 1 năm,Intel Core i5 Coffee Lake,8265U,1.60 GHz,Turbo Boost 3.9 GHz,8 GB,DDR4 (On board),2400 MHz,Không hỗ trợ nâng cấp,256 GB SSD NVMe PCIe,14 inch,Full HD (1920 x 1080),Tấm nền IPS,Có,Card tích hợp,Intel UHD Graphics 620,"Dolby AudioPremium, Acer TrueHarmony","Jack tai nghe 3.5 mm, HDMI, 2 x USB 3.0, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",Không,,HD webcam,Bảo mật vân tay,Có,,Đang cập nhật,2-cell Li-Polymer,Windows 10 Home SL,Dài 329 mm - Rộng 228 mm - Dày 14.9 mm,0.97,Nhôm - Magie,2018
"●
Bảo hành: 3 tháng tại TGDD Xem thêm","●
Tình trạng máy: Có trầy xước",17.000.000₫,Acer Swift 5 SF514 53T 51EX i5 8265U/8GB/256GB/Touch/Win10 (NX.H7KSV.001),Giá máy mới: 23.990.000₫,6.990.000₫ (29%),Thời gian bảo hành: 1 năm,Intel Core i5 Coffee Lake,8265U,1.60 GHz,Turbo Boost 3.9 GHz,8 GB,DDR4 (On board),2400 MHz,Không hỗ trợ nâng cấp,256 GB SSD NVMe PCIe,14 inch,Full HD (1920 x 1080),Tấm nền IPS,Có,Card tích hợp,Intel UHD Graphics 620,"Dolby AudioPremium, Acer TrueHarmony","Jack tai nghe 3.5 mm, HDMI, 2 x USB 3.0, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",Không,,HD webcam,Bảo mật vân tay,Có,,Đang cập nhật,2-cell Li-Polymer,Windows 10 Home SL,Dài 329 mm - Rộng 228 mm - Dày 14.9 mm,0.97,Nhôm - Magie,2018
"●
Bảo hành: 3 tháng tại TGDD Xem thêm","●
Tình trạng máy: Có trầy xước",17.000.000₫,Acer Swift 5 SF514 53T 51EX i5 8265U/8GB/256GB/Touch/Win10 (NX.H7KSV.001),Giá máy mới: 23.990.000₫,6.990.000₫ (29%),Thời gian bảo hành: 1 năm,Intel Core i5 Coffee Lake,8265U,1.60 GHz,Turbo Boost 3.9 GHz,8 GB,DDR4 (On board),2400 MHz,Không hỗ trợ nâng cấp,256 GB SSD NVMe PCIe,14 inch,Full HD (1920 x 1080),Tấm nền IPS,Có,Card tích hợp,Intel UHD Graphics 620,"Dolby AudioPremium, Acer TrueHarmony","Jack tai nghe 3.5 mm, HDMI, 2 x USB 3.0, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",Không,,HD webcam,Bảo mật vân tay,Có,,Đang cập nhật,2-cell Li-Polymer,Windows 10 Home SL,Dài 329 mm - Rộng 228 mm - Dày 14.9 mm,0.97,Nhôm - Magie,2018
"●
Bảo hành: 3 tháng tại TGDD Xem thêm","●
Tình trạng máy: Có trầy xước",17.000.000₫,Acer Swift 5 SF514 53T 51EX i5 8265U/8GB/256GB/Touch/Win10 (NX.H7KSV.001),Giá máy mới: 23.990.000₫,6.990.000₫ (29%),Thời gian bảo hành: 1 năm,Intel Core i5 Coffee Lake,8265U,1.60 GHz,Turbo Boost 3.9 GHz,8 GB,DDR4 (On board),2400 MHz,Không hỗ trợ nâng cấp,256 GB SSD NVMe PCIe,14 inch,Full HD (1920 x 1080),Tấm nền IPS,Có,Card tích hợp,Intel UHD Graphics 620,"Dolby AudioPremium, Acer TrueHarmony","Jack tai nghe 3.5 mm, HDMI, 2 x USB 3.0, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",Không,,HD webcam,Bảo mật vân tay,Có,,Đang cập nhật,2-cell Li-Polymer,Windows 10 Home SL,Dài 329 mm - Rộng 228 mm - Dày 14.9 mm,0.97,Nhôm - Magie,2018
"●
Bảo hành: 3 tháng tại TGDD Xem thêm","●
Tình trạng máy: Có trầy xước",17.000.000₫,Acer Swift 5 SF514 53T 51EX i5 8265U/8GB/256GB/Touch/Win10 (NX.H7KSV.001),Giá máy mới: 23.990.000₫,6.990.000₫ (29%),Thời gian bảo hành: 1 năm,Intel Core i5 Coffee Lake,8265U,1.60 GHz,Turbo Boost 3.9 GHz,8 GB,DDR4 (On board),2400 MHz,Không hỗ trợ nâng cấp,256 GB SSD NVMe PCIe,14 inch,Full HD (1920 x 1080),Tấm nền IPS,Có,Card tích hợp,Intel UHD Graphics 620,"Dolby AudioPremium, Acer TrueHarmony","Jack tai nghe 3.5 mm, HDMI, 2 x USB 3.0, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",Không,,HD webcam,Bảo mật vân tay,Có,,Đang cập nhật,2-cell Li-Polymer,Windows 10 Home SL,Dài 329 mm - Rộng 228 mm - Dày 14.9 mm,0.97,Nhôm - Magie,2018
"●
Bảo hành: 3 tháng tại TGDD Xem thêm","●
Tình trạng máy: Có trầy xước",17.000.000₫,Acer Swift 5 SF514 53T 51EX i5 8265U/8GB/256GB/Touch/Win10 (NX.H7KSV.001),Giá máy mới: 23.990.000₫,6.990.000₫ (29%),Thời gian bảo hành: 1 năm,Intel Core i5 Coffee Lake,8265U,1.60 GHz,Turbo Boost 3.9 GHz,8 GB,DDR4 (On board),2400 MHz,Không hỗ trợ nâng cấp,256 GB SSD NVMe PCIe,14 inch,Full HD (1920 x 1080),Tấm nền IPS,Có,Card tích hợp,Intel UHD Graphics 620,"Dolby AudioPremium, Acer TrueHarmony","Jack tai nghe 3.5 mm, HDMI, 2 x USB 3.0, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",Không,,HD webcam,Bảo mật vân tay,Có,,Đang cập nhật,2-cell Li-Polymer,Windows 10 Home SL,Dài 329 mm - Rộng 228 mm - Dày 14.9 mm,0.97,Nhôm - Magie,2018
"●
Bảo hành: 3 tháng tại TGDD Xem thêm","●
Tình trạng máy: Có trầy xước",17.000.000₫,Acer Swift 5 SF514 53T 51EX i5 8265U/8GB/256GB/Touch/Win10 (NX.H7KSV.001),Giá máy mới: 23.990.000₫,6.990.000₫ (29%),Thời gian bảo hành: 1 năm,Intel Core i5 Coffee Lake,8265U,1.60 GHz,Turbo Boost 3.9 GHz,8 GB,DDR4 (On board),2400 MHz,Không hỗ trợ nâng cấp,256 GB SSD NVMe PCIe,14 inch,Full HD (1920 x 1080),Tấm nền IPS,Có,Card tích hợp,Intel UHD Graphics 620,"Dolby AudioPremium, Acer TrueHarmony","Jack tai nghe 3.5 mm, HDMI, 2 x USB 3.0, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",Không,,HD webcam,Bảo mật vân tay,Có,,Đang cập nhật,2-cell Li-Polymer,Windows 10 Home SL,Dài 329 mm - Rộng 228 mm - Dày 14.9 mm,0.97,Nhôm - Magie,2018
"●
Bảo hành: 3 tháng tại TGDD Xem thêm","●
Tình trạng máy: Có trầy xước",17.000.000₫,Acer Swift 5 SF514 53T 51EX i5 8265U/8GB/256GB/Touch/Win10 (NX.H7KSV.001),Giá máy mới: 23.990.000₫,6.990.000₫ (29%),Thời gian bảo hành: 1 năm,Intel Core i5 Coffee Lake,8265U,1.60 GHz,Turbo Boost 3.9 GHz,8 GB,DDR4 (On board),2400 MHz,Không hỗ trợ nâng cấp,256 GB SSD NVMe PCIe,14 inch,Full HD (1920 x 1080),Tấm nền IPS,Có,Card tích hợp,Intel UHD Graphics 620,"Dolby AudioPremium, Acer TrueHarmony","Jack tai nghe 3.5 mm, HDMI, 2 x USB 3.0, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",Không,,HD webcam,Bảo mật vân tay,Có,,Đang cập nhật,2-cell Li-Polymer,Windows 10 Home SL,Dài 329 mm - Rộng 228 mm - Dày 14.9 mm,0.97,Nhôm - Magie,2018
"●
Bảo hành: 3 tháng tại TGDD Xem thêm","●
Tình trạng máy: Có trầy xước",17.000.000₫,Acer Swift 5 SF514 53T 51EX i5 8265U/8GB/256GB/Touch/Win10 (NX.H7KSV.001),Giá máy mới: 23.990.000₫,6.990.000₫ (29%),Thời gian bảo hành: 1 năm,Intel Core i5 Coffee Lake,8265U,1.60 GHz,Turbo Boost 3.9 GHz,8 GB,DDR4 (On board),2400 MHz,Không hỗ trợ nâng cấp,256 GB SSD NVMe PCIe,14 inch,Full HD (1920 x 1080),Tấm nền IPS,Có,Card tích hợp,Intel UHD Graphics 620,"Dolby AudioPremium, Acer TrueHarmony","Jack tai nghe 3.5 mm, HDMI, 2 x USB 3.0, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",Không,,HD webcam,Bảo mật vân tay,Có,,Đang cập nhật,2-cell Li-Polymer,Windows 10 Home SL,Dài 329 mm - Rộng 228 mm - Dày 14.9 mm,0.97,Nhôm - Magie,2018
"●
Bảo hành: 3.5 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",17.200.000₫,Acer Swift 5 SF514 53T 51EX i5 8265U/8GB/256GB/Touch/Win10 (NX.H7KSV.001),Giá máy mới: 23.990.000₫,6.990.000₫ (29%),Thời gian bảo hành: 1 năm,Intel Core i5 Coffee Lake,8265U,1.60 GHz,Turbo Boost 3.9 GHz,8 GB,DDR4 (On board),2400 MHz,Không hỗ trợ nâng cấp,256 GB SSD NVMe PCIe,14 inch,Full HD (1920 x 1080),Tấm nền IPS,Có,Card tích hợp,Intel UHD Graphics 620,"Dolby AudioPremium, Acer TrueHarmony","Jack tai nghe 3.5 mm, HDMI, 2 x USB 3.0, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",Không,,HD webcam,Bảo mật vân tay,Có,,Đang cập nhật,2-cell Li-Polymer,Windows 10 Home SL,Dài 329 mm - Rộng 228 mm - Dày 14.9 mm,0.97,Nhôm - Magie,2018
"●
Bảo hành: 3.5 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",17.200.000₫,Acer Swift 5 SF514 53T 51EX i5 8265U/8GB/256GB/Touch/Win10 (NX.H7KSV.001),Giá máy mới: 23.990.000₫,6.990.000₫ (29%),Thời gian bảo hành: 1 năm,Intel Core i5 Coffee Lake,8265U,1.60 GHz,Turbo Boost 3.9 GHz,8 GB,DDR4 (On board),2400 MHz,Không hỗ trợ nâng cấp,256 GB SSD NVMe PCIe,14 inch,Full HD (1920 x 1080),Tấm nền IPS,Có,Card tích hợp,Intel UHD Graphics 620,"Dolby AudioPremium, Acer TrueHarmony","Jack tai nghe 3.5 mm, HDMI, 2 x USB 3.0, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",Không,,HD webcam,Bảo mật vân tay,Có,,Đang cập nhật,2-cell Li-Polymer,Windows 10 Home SL,Dài 329 mm - Rộng 228 mm - Dày 14.9 mm,0.97,Nhôm - Magie,2018
"●
Bảo hành: 4.5 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",17.620.000₫,Acer Swift 5 SF514 53T 51EX i5 8265U/8GB/256GB/Touch/Win10 (NX.H7KSV.001),Giá máy mới: 23.990.000₫,6.990.000₫ (29%),Thời gian bảo hành: 1 năm,Intel Core i5 Coffee Lake,8265U,1.60 GHz,Turbo Boost 3.9 GHz,8 GB,DDR4 (On board),2400 MHz,Không hỗ trợ nâng cấp,256 GB SSD NVMe PCIe,14 inch,Full HD (1920 x 1080),Tấm nền IPS,Có,Card tích hợp,Intel UHD Graphics 620,"Dolby AudioPremium, Acer TrueHarmony","Jack tai nghe 3.5 mm, HDMI, 2 x USB 3.0, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",Không,,HD webcam,Bảo mật vân tay,Có,,Đang cập nhật,2-cell Li-Polymer,Windows 10 Home SL,Dài 329 mm - Rộng 228 mm - Dày 14.9 mm,0.97,Nhôm - Magie,2018
"●
Bảo hành: 6 tháng tại TGDD Xem thêm","●
Tình trạng máy: Có trầy xước",18.240.000₫,Acer Swift 5 SF514 53T 51EX i5 8265U/8GB/256GB/Touch/Win10 (NX.H7KSV.001),Giá máy mới: 23.990.000₫,6.990.000₫ (29%),Thời gian bảo hành: 1 năm,Intel Core i5 Coffee Lake,8265U,1.60 GHz,Turbo Boost 3.9 GHz,8 GB,DDR4 (On board),2400 MHz,Không hỗ trợ nâng cấp,256 GB SSD NVMe PCIe,14 inch,Full HD (1920 x 1080),Tấm nền IPS,Có,Card tích hợp,Intel UHD Graphics 620,"Dolby AudioPremium, Acer TrueHarmony","Jack tai nghe 3.5 mm, HDMI, 2 x USB 3.0, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",Không,,HD webcam,Bảo mật vân tay,Có,,Đang cập nhật,2-cell Li-Polymer,Windows 10 Home SL,Dài 329 mm - Rộng 228 mm - Dày 14.9 mm,0.97,Nhôm - Magie,2018
