Bảo hành,Tình trạng,Giá đã qua sử dụng,Tên,Giá mới,Tiết kiệm,Bảo hành mới,Công nghệ CPU,Loại CPU,Tốc độ CPU,Tốc độ tối đa,RAM,Loại RAM,Tốc độ Bus RAM,Hỗ trợ RAM tối đa,Ổ cứng,Kích thước màn hình,Độ phân giải,Công nghệ màn hình,Màn hình cảm ứng,Thiết kế card,Card đồ họa,Công nghệ âm thanh,Cổng giao tiếp,Kết nối không dây,Khe đọc thẻ nhớ,Ổ đĩa quang,Webcam,Tính năng khác,Đèn bàn phím,Loại PIN,Model Adapter,Thông tin Pin,Hệ điều hành,Kích thước,Trọng lượng,Chất liệu,Thời điểm ra mắt
"●
Bảo hành: 3 tháng tại TGDD Xem thêm","●
Tình trạng máy: Có trầy xước",26.200.000₫,Apple Macbook Air 2020 i5 1.1GHz 8GB/256GB (Z0YJ),Máy mới đã ngừng kinh doanh,18%,Thời gian bảo hành: 1 năm,Intel Core i5 Thế hệ 10,Hãng không công bố,1.10 GHz,Turbo Boost 3.5 GHz,8 GB,LPDDR4X (On board),3733 MHz,Không hỗ trợ nâng cấp,SSD 256 GB,13.3 inch,Retina (2560 x 1600),"LED Backlit, Công nghệ IPS",Không,Card tích hợp,Intel Iris Plus Graphics,"3 microphones, Headphones, Loa kép (2 kênh)",2 x Thunderbolt 3 (USB-C),"Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",Không,,720p FaceTime Camera,"Bảo mật vân tay, Hỗ trợ eGPU rời",Có,,,Khoảng 10 tiếng,Mac OS,Dài 304.1 mm - Rộng 212.4 mm - Dày 4.1 mm đến 16.1 mm,1.29 kg,Vỏ kim loại nguyên khối,2020
"●
Bảo hành: 3 tháng tại TGDD Xem thêm","●
Tình trạng máy: Có trầy xước",26.200.000₫,Apple Macbook Air 2020 i5 1.1GHz 8GB/256GB (Z0YJ),Máy mới đã ngừng kinh doanh,18%,Thời gian bảo hành: 1 năm,Intel Core i5 Thế hệ 10,Hãng không công bố,1.10 GHz,Turbo Boost 3.5 GHz,8 GB,LPDDR4X (On board),3733 MHz,Không hỗ trợ nâng cấp,SSD 256 GB,13.3 inch,Retina (2560 x 1600),"LED Backlit, Công nghệ IPS",Không,Card tích hợp,Intel Iris Plus Graphics,"3 microphones, Headphones, Loa kép (2 kênh)",2 x Thunderbolt 3 (USB-C),"Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",Không,,720p FaceTime Camera,"Bảo mật vân tay, Hỗ trợ eGPU rời",Có,,,Khoảng 10 tiếng,Mac OS,Dài 304.1 mm - Rộng 212.4 mm - Dày 4.1 mm đến 16.1 mm,1.29 kg,Vỏ kim loại nguyên khối,2020
"●
Bảo hành: 10.5 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",26.180.000₫,Dell Gaming G3 15 i7 10750H/16GB/512GB/4GB GTX1650Ti/120Hz/Win10 (P89F002DBL),Giá máy mới: 29.990.000₫,29.990.000₫,chính hãng laptop 1 năm,Intel Core i7 Comet Lake,10750H,2.60 GHz,Turbo Boost 5.0 GHz,16 GB,DDR4 2 khe (1 khe 8GB + 1 khe 8GB),2933 MHz,16 GB,"512 GB SSD NVMe PCIe, Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB)",15.6 inch,Full HD (1920 x 1080),"LED, WVA",Không,Card rời,NVIDIA GeForce GTX 1650Ti 4 GB,Nahimic 3,"Jack tai nghe 3.5 mm, 1 x USB 3.2, HDMI, LAN (RJ45), 2 x USB 2.0, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",SD,,HD webcam,,Có,,,"3-cell Li-ion, 51 Wh",Windows 10 Home SL,,2.58,Vỏ nhựa,2020
"●
Bảo hành: 10.5 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",26.180.000₫,Dell Gaming G3 15 i7 10750H/16GB/512GB/4GB GTX1650Ti/120Hz/Win10 (P89F002DBL),Giá máy mới: 29.990.000₫,29.990.000₫,chính hãng laptop 1 năm,Intel Core i7 Comet Lake,10750H,2.60 GHz,Turbo Boost 5.0 GHz,16 GB,DDR4 2 khe (1 khe 8GB + 1 khe 8GB),2933 MHz,16 GB,"512 GB SSD NVMe PCIe, Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB)",15.6 inch,Full HD (1920 x 1080),"LED, WVA",Không,Card rời,NVIDIA GeForce GTX 1650Ti 4 GB,Nahimic 3,"Jack tai nghe 3.5 mm, 1 x USB 3.2, HDMI, LAN (RJ45), 2 x USB 2.0, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",SD,,HD webcam,,Có,,,"3-cell Li-ion, 51 Wh",Windows 10 Home SL,,2.58,Vỏ nhựa,2020
"●
Bảo hành: 10.5 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",26.180.000₫,Dell Gaming G3 15 i7 10750H/16GB/512GB/4GB GTX1650Ti/120Hz/Win10 (P89F002DBL),Giá máy mới: 29.990.000₫,29.990.000₫,chính hãng laptop 1 năm,Intel Core i7 Comet Lake,10750H,2.60 GHz,Turbo Boost 5.0 GHz,16 GB,DDR4 2 khe (1 khe 8GB + 1 khe 8GB),2933 MHz,16 GB,"512 GB SSD NVMe PCIe, Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB)",15.6 inch,Full HD (1920 x 1080),"LED, WVA",Không,Card rời,NVIDIA GeForce GTX 1650Ti 4 GB,Nahimic 3,"Jack tai nghe 3.5 mm, 1 x USB 3.2, HDMI, LAN (RJ45), 2 x USB 2.0, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",SD,,HD webcam,,Có,,,"3-cell Li-ion, 51 Wh",Windows 10 Home SL,,2.58,Vỏ nhựa,2020
"●
Bảo hành: 3 tháng tại TGDD Xem thêm","●
Tình trạng máy: Có trầy xước",26.120.000₫,HP ZBook FireFly 14 G7 i5 10210U/8GB/256GB/4GB QuadroP520/Win10 Pro (8VK70AV),Máy mới đã ngừng kinh doanh,,Thời gian bảo hành: 1 năm,Intel Core i5 Comet Lake,10210U,1.60 GHz,Turbo Boost 4.2 GHz,,DDR4 (On board),2666 MHz,Không hỗ trợ nâng cấp,256 GB SSD NVMe PCIe,14 inch,Full HD (1920 x 1080),"Tấm nền IPS, Chống chói Anti Glare",Không,Card rời,"NVIDIA Quadro P520, 4 GB",Bang & Olufsen audio,"Jack tai nghe 3.5 mm, HDMI, 2 x USB 3.1, 2 x Thunderbolt 3 (USB-C)","Bluetooth 5.0, Wi-Fi 6 (802.11ax)",Không,,HD webcam,Bảo mật vân tay,Không có đèn,,TPN-CA16,"3-cell Li-ion, 56 Wh",Windows 10 Pro,,1.41,Vỏ kim loại,2020
"●
Bảo hành: 3.5 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",26.260.000₫,HP ZBook FireFly 14 G7 i5 10210U/8GB/256GB/4GB QuadroP520/Win10 Pro (8VK70AV),Máy mới đã ngừng kinh doanh,,Thời gian bảo hành: 1 năm,Intel Core i5 Comet Lake,10210U,1.60 GHz,Turbo Boost 4.2 GHz,,DDR4 (On board),2666 MHz,Không hỗ trợ nâng cấp,256 GB SSD NVMe PCIe,14 inch,Full HD (1920 x 1080),"Tấm nền IPS, Chống chói Anti Glare",Không,Card rời,"NVIDIA Quadro P520, 4 GB",Bang & Olufsen audio,"Jack tai nghe 3.5 mm, HDMI, 2 x USB 3.1, 2 x Thunderbolt 3 (USB-C)","Bluetooth 5.0, Wi-Fi 6 (802.11ax)",Không,,HD webcam,Bảo mật vân tay,Không có đèn,,TPN-CA16,"3-cell Li-ion, 56 Wh",Windows 10 Pro,,1.41,Vỏ kim loại,2020
"●
Bảo hành: 7.5 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",26.120.000₫,HP Pavilion Gaming 16 a0109TX i7 10870H/8GB/32GB+512GB/4GB GTX1650Ti/Win10 (31J26PA),Máy mới đã ngừng kinh doanh,,Thời gian bảo hành: 1 năm,Intel Core i7 Comet Lake,10870H,2.20 GHz,Turbo Boost 5.0 GHz,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,32 GB,"512 GB SSD NVMe PCIe, Intel Optane 32GB (H10), Hỗ trợ khe cắm HDD SATA",16.1 inch,Full HD (1920 x 1080),"Wled-backlit, Tấm nền IPS, Chống chói Anti Glare",Không,Card rời,NVIDIA GeForce GTX 1650Ti 4 GB,Bang & Olufsen audio,"Jack tai nghe 3.5 mm, HDMI, LAN (RJ45), 2 x USB 3.1, USB Type-C","Bluetooth 5.0, Wi-Fi 6 (802.11ax)",SD,,HD webcam,Không,Có,,Đang cập nhật,"3-cell Li-ion, 52.5 Wh",Windows 10 Home SL,,2.35,Vỏ nhựa,2020
"●
Bảo hành: 9.5 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",26.070.000₫,Dell Inspiron 7501 i5 10300H/8GB/512GB/4GB GTX1650Ti/Win10 (N5I5012W),Giá máy mới: 30.490.000₫,30.490.000₫,chính hãng laptop 1 năm,Intel Core i5 Comet Lake,10300H,2.50 GHz,Turbo Boost 4.5 GHz,8 GB,DDR4 2 khe (1 khe 8GB onboard + 1 khe trống),2933 MHz,24 GB,"512 GB SSD NVMe PCIe, Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng",15.6 inch,Full HD (1920 x 1080),"LED Backlight - AntiGlare, 100% sRGB, Độ sáng 300 nits, WVA",Không,Card rời,NVIDIA GeForce GTX 1650Ti 4 GB,Realtek High Definition Audio,"Jack tai nghe 3.5 mm, 2 x USB 3.2, HDMI, USB Type-C","Wi-Fi 6 (802.11ax), Bluetooth 5.1",Micro SD,,HD webcam,Bảo mật vân tay,Có,,,"3-cell Li-ion, 56 Wh",Windows 10 Home SL,,1.9,Vỏ kim loại,2020
"●
Bảo hành: 9.5 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",26.070.000₫,Dell Inspiron 7501 i5 10300H/8GB/512GB/4GB GTX1650Ti/Win10 (N5I5012W),Giá máy mới: 30.490.000₫,30.490.000₫,chính hãng laptop 1 năm,Intel Core i5 Comet Lake,10300H,2.50 GHz,Turbo Boost 4.5 GHz,8 GB,DDR4 2 khe (1 khe 8GB onboard + 1 khe trống),2933 MHz,24 GB,"512 GB SSD NVMe PCIe, Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng",15.6 inch,Full HD (1920 x 1080),"LED Backlight - AntiGlare, 100% sRGB, Độ sáng 300 nits, WVA",Không,Card rời,NVIDIA GeForce GTX 1650Ti 4 GB,Realtek High Definition Audio,"Jack tai nghe 3.5 mm, 2 x USB 3.2, HDMI, USB Type-C","Wi-Fi 6 (802.11ax), Bluetooth 5.1",Micro SD,,HD webcam,Bảo mật vân tay,Có,,,"3-cell Li-ion, 56 Wh",Windows 10 Home SL,,1.9,Vỏ kim loại,2020
"●
Bảo hành: 9.5 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",26.070.000₫,Dell Inspiron 7501 i5 10300H/8GB/512GB/4GB GTX1650Ti/Win10 (N5I5012W),Giá máy mới: 30.490.000₫,30.490.000₫,chính hãng laptop 1 năm,Intel Core i5 Comet Lake,10300H,2.50 GHz,Turbo Boost 4.5 GHz,8 GB,DDR4 2 khe (1 khe 8GB onboard + 1 khe trống),2933 MHz,24 GB,"512 GB SSD NVMe PCIe, Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng",15.6 inch,Full HD (1920 x 1080),"LED Backlight - AntiGlare, 100% sRGB, Độ sáng 300 nits, WVA",Không,Card rời,NVIDIA GeForce GTX 1650Ti 4 GB,Realtek High Definition Audio,"Jack tai nghe 3.5 mm, 2 x USB 3.2, HDMI, USB Type-C","Wi-Fi 6 (802.11ax), Bluetooth 5.1",Micro SD,,HD webcam,Bảo mật vân tay,Có,,,"3-cell Li-ion, 56 Wh",Windows 10 Home SL,,1.9,Vỏ kim loại,2020
"●
Bảo hành: 10 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",25.910.000₫,Acer Nitro 5 Gaming AN515 57 727J i7 11800H/8GB/512GB/4GB RTX3050Ti/144Hz/Win10 (NH.QD9SV.005.),Giá máy mới: 29.990.000₫,4.080.000₫ (13%),chính hãng laptop 1 năm,Intel Core i7 Tiger Lake,11800H,2.30 GHz,Turbo Boost 4.6 GHz,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,32 GB,"Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng, Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB), 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",15.6 inch,Full HD (1920 x 1080),"Tấm nền IPS, LED Backlit, Acer ComfyView",Không,Card rời,"NVIDIA GeForce RTX3050Ti, 4 GB","Acer TrueHarmony, DTS X:Ultra Audio","Jack tai nghe 3.5 mm, 3 x USB 3.2, HDMI, LAN (RJ45), USB Type-C","Wi-Fi 6 (802.11ax), Bluetooth 5.1",Không,,HD webcam,Đèn bàn phím chuyển màu RGB,Có,,Đang cập nhật,"4-cell Li-ion, 57 Wh",Windows 10 Home SL,,2.2,Vỏ nhựa,2021
"●
Bảo hành: 10.5 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",26.180.000₫,Acer Nitro 5 Gaming AN515 57 727J i7 11800H/8GB/512GB/4GB RTX3050Ti/144Hz/Win10 (NH.QD9SV.005.),Giá máy mới: 29.990.000₫,4.080.000₫ (13%),chính hãng laptop 1 năm,Intel Core i7 Tiger Lake,11800H,2.30 GHz,Turbo Boost 4.6 GHz,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,32 GB,"Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng, Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB), 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",15.6 inch,Full HD (1920 x 1080),"Tấm nền IPS, LED Backlit, Acer ComfyView",Không,Card rời,"NVIDIA GeForce RTX3050Ti, 4 GB","Acer TrueHarmony, DTS X:Ultra Audio","Jack tai nghe 3.5 mm, 3 x USB 3.2, HDMI, LAN (RJ45), USB Type-C","Wi-Fi 6 (802.11ax), Bluetooth 5.1",Không,,HD webcam,Đèn bàn phím chuyển màu RGB,Có,,Đang cập nhật,"4-cell Li-ion, 57 Wh",Windows 10 Home SL,,2.2,Vỏ nhựa,2021
"●
Bảo hành: 11 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",26.450.000₫,Acer Nitro 5 Gaming AN515 57 727J i7 11800H/8GB/512GB/4GB RTX3050Ti/144Hz/Win10 (NH.QD9SV.005.),Giá máy mới: 29.990.000₫,4.080.000₫ (13%),chính hãng laptop 1 năm,Intel Core i7 Tiger Lake,11800H,2.30 GHz,Turbo Boost 4.6 GHz,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,32 GB,"Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng, Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB), 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",15.6 inch,Full HD (1920 x 1080),"Tấm nền IPS, LED Backlit, Acer ComfyView",Không,Card rời,"NVIDIA GeForce RTX3050Ti, 4 GB","Acer TrueHarmony, DTS X:Ultra Audio","Jack tai nghe 3.5 mm, 3 x USB 3.2, HDMI, LAN (RJ45), USB Type-C","Wi-Fi 6 (802.11ax), Bluetooth 5.1",Không,,HD webcam,Đèn bàn phím chuyển màu RGB,Có,,Đang cập nhật,"4-cell Li-ion, 57 Wh",Windows 10 Home SL,,2.2,Vỏ nhựa,2021
"●
Bảo hành: 11.5 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",26.720.000₫,Acer Nitro 5 Gaming AN515 57 727J i7 11800H/8GB/512GB/4GB RTX3050Ti/144Hz/Win10 (NH.QD9SV.005.),Giá máy mới: 29.990.000₫,4.080.000₫ (13%),chính hãng laptop 1 năm,Intel Core i7 Tiger Lake,11800H,2.30 GHz,Turbo Boost 4.6 GHz,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,32 GB,"Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng, Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB), 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",15.6 inch,Full HD (1920 x 1080),"Tấm nền IPS, LED Backlit, Acer ComfyView",Không,Card rời,"NVIDIA GeForce RTX3050Ti, 4 GB","Acer TrueHarmony, DTS X:Ultra Audio","Jack tai nghe 3.5 mm, 3 x USB 3.2, HDMI, LAN (RJ45), USB Type-C","Wi-Fi 6 (802.11ax), Bluetooth 5.1",Không,,HD webcam,Đèn bàn phím chuyển màu RGB,Có,,Đang cập nhật,"4-cell Li-ion, 57 Wh",Windows 10 Home SL,,2.2,Vỏ nhựa,2021
"●
Bảo hành: 18.5 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",25.630.000₫,MSI Gaming Leopard 10SDK GL65 i7 10750H/16GB/512GB/144Hz/6GB GTX1660Ti/Balo/Win10 (242VN),Giá máy mới: 32.990.000₫,32.990.000₫,chính hãng laptop 2 năm,Intel Core i7 Comet Lake,10750H,2.60 GHz,Turbo Boost 5.0 GHz,16 GB,DDR4 (2 khe),2666 MHz,32 GB,"SSD 512 GB NVMe PCIe, Hỗ trợ khe cắm HDD SATA",15.6 inch,Full HD (1920 x 1080),Tấm nền IPS,Không,Card rời,"NVIDIA GeForce GTX 1660Ti, 6 GB",Stereo speakers,"Jack tai nghe 3.5 mm, 3 x USB 3.2, HDMI, LAN (RJ45), Mini DisplayPort, USB Type-C","Wi-Fi 6 (802.11ax), Bluetooth 5.1",SD,,HD webcam,"Không, Đèn bàn phím chuyển màu RGB",Có,,A15-180P1A,6-cell Li-ion,Windows 10 Home SL,,2.3,Vỏ nhựa,2020
"●
Bảo hành: 19 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",25.920.000₫,MSI Gaming Leopard 10SDK GL65 i7 10750H/16GB/512GB/144Hz/6GB GTX1660Ti/Balo/Win10 (242VN),Giá máy mới: 32.990.000₫,32.990.000₫,chính hãng laptop 2 năm,Intel Core i7 Comet Lake,10750H,2.60 GHz,Turbo Boost 5.0 GHz,16 GB,DDR4 (2 khe),2666 MHz,32 GB,"SSD 512 GB NVMe PCIe, Hỗ trợ khe cắm HDD SATA",15.6 inch,Full HD (1920 x 1080),Tấm nền IPS,Không,Card rời,"NVIDIA GeForce GTX 1660Ti, 6 GB",Stereo speakers,"Jack tai nghe 3.5 mm, 3 x USB 3.2, HDMI, LAN (RJ45), Mini DisplayPort, USB Type-C","Wi-Fi 6 (802.11ax), Bluetooth 5.1",SD,,HD webcam,"Không, Đèn bàn phím chuyển màu RGB",Có,,A15-180P1A,6-cell Li-ion,Windows 10 Home SL,,2.3,Vỏ nhựa,2020
"●
Bảo hành: 20.5 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",26.780.000₫,MSI Gaming Leopard 10SDK GL65 i7 10750H/16GB/512GB/144Hz/6GB GTX1660Ti/Balo/Win10 (242VN),Giá máy mới: 32.990.000₫,32.990.000₫,chính hãng laptop 2 năm,Intel Core i7 Comet Lake,10750H,2.60 GHz,Turbo Boost 5.0 GHz,16 GB,DDR4 (2 khe),2666 MHz,32 GB,"SSD 512 GB NVMe PCIe, Hỗ trợ khe cắm HDD SATA",15.6 inch,Full HD (1920 x 1080),Tấm nền IPS,Không,Card rời,"NVIDIA GeForce GTX 1660Ti, 6 GB",Stereo speakers,"Jack tai nghe 3.5 mm, 3 x USB 3.2, HDMI, LAN (RJ45), Mini DisplayPort, USB Type-C","Wi-Fi 6 (802.11ax), Bluetooth 5.1",SD,,HD webcam,"Không, Đèn bàn phím chuyển màu RGB",Có,,A15-180P1A,6-cell Li-ion,Windows 10 Home SL,,2.3,Vỏ nhựa,2020
"●
Bảo hành: 21 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",27.070.000₫,MSI Gaming Leopard 10SDK GL65 i7 10750H/16GB/512GB/144Hz/6GB GTX1660Ti/Balo/Win10 (242VN),Giá máy mới: 32.990.000₫,32.990.000₫,chính hãng laptop 2 năm,Intel Core i7 Comet Lake,10750H,2.60 GHz,Turbo Boost 5.0 GHz,16 GB,DDR4 (2 khe),2666 MHz,32 GB,"SSD 512 GB NVMe PCIe, Hỗ trợ khe cắm HDD SATA",15.6 inch,Full HD (1920 x 1080),Tấm nền IPS,Không,Card rời,"NVIDIA GeForce GTX 1660Ti, 6 GB",Stereo speakers,"Jack tai nghe 3.5 mm, 3 x USB 3.2, HDMI, LAN (RJ45), Mini DisplayPort, USB Type-C","Wi-Fi 6 (802.11ax), Bluetooth 5.1",SD,,HD webcam,"Không, Đèn bàn phím chuyển màu RGB",Có,,A15-180P1A,6-cell Li-ion,Windows 10 Home SL,,2.3,Vỏ nhựa,2020
"●
Bảo hành: 22 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",25.570.000₫,Lenovo Yoga 7 14ITL5 i7 1165G7/8GB/512GB/Touch/Pen/Win10 (82BH00CKVN),Giá máy mới: 28.990.000₫,3.420.000₫ (11%),chính hãng laptop 2 năm,Intel Core i7 Tiger Lake,1165G7,2.80 GHz,Turbo Boost 4.7 GHz,8 GB,DDR4 (On board),3200 MHz,Không hỗ trợ nâng cấp,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",14 inch,Full HD (1920 x 1080),"Tấm nền IPS, 300 nits Glossy",Có,Card tích hợp,Intel Iris Xe Graphics,"Stereo speakers, Dolby Atmos","Jack tai nghe 3.5 mm, 2 x Thunderbolt 4 USB-C, 1 x USB 3.2 (Always on)","Bluetooth 5.0, Wi-Fi 6 (802.11ax)",Không,,HD webcam,"TPM 2.0, Tiêu chuẩn Nền Intel Evo, Bảo mật vân tay, Công tắc khóa camera",Có,,,71 Wh,Windows 10 Home SL,,1.43,Vỏ kim loại,2020
"●
Bảo hành: 22 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",25.570.000₫,Lenovo Yoga 7 14ITL5 i7 1165G7/8GB/512GB/Touch/Pen/Win10 (82BH00CKVN),Giá máy mới: 28.990.000₫,3.420.000₫ (11%),chính hãng laptop 2 năm,Intel Core i7 Tiger Lake,1165G7,2.80 GHz,Turbo Boost 4.7 GHz,8 GB,DDR4 (On board),3200 MHz,Không hỗ trợ nâng cấp,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",14 inch,Full HD (1920 x 1080),"Tấm nền IPS, 300 nits Glossy",Có,Card tích hợp,Intel Iris Xe Graphics,"Stereo speakers, Dolby Atmos","Jack tai nghe 3.5 mm, 2 x Thunderbolt 4 USB-C, 1 x USB 3.2 (Always on)","Bluetooth 5.0, Wi-Fi 6 (802.11ax)",Không,,HD webcam,"TPM 2.0, Tiêu chuẩn Nền Intel Evo, Bảo mật vân tay, Công tắc khóa camera",Có,,,71 Wh,Windows 10 Home SL,,1.43,Vỏ kim loại,2020
"●
Bảo hành: 20.5 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",25.530.000₫,Asus TUF Gaming FX516PE i7 11370H/8GB/512GB/4GB RTX3050Ti/144Hz/Win10 (HN005T),Giá máy mới: 29.990.000₫,4.460.000₫ (14%),chính hãng laptop 2 năm,Intel Core i7 Tiger Lake,11370H,3.30 GHz,Turbo Boost 4.8 GHz,8 GB,DDR4 2 khe (1 khe 8GB onboard + 1 khe trống),3200 MHz,32 GB,"512 GB SSD NVMe PCIe, Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng",15.6 inch,Full HD (1920 x 1080),"Tấm nền IPS, Chống chói Anti Glare, Adaptive-Sync, 250 nits",Không,Card rời,"NVIDIA GeForce RTX3050Ti, 4 GB","Stereo speakers, DTS X:Ultra Audio","Jack tai nghe 3.5 mm, Thunderbolt 4 USB-C, 3 x USB 3.2, HDMI, LAN (RJ45)","Wi-Fi 6 (802.11ax), Bluetooth 5.1",Không,,Không tích hợp,Không,Có,,,"4-cell Li-ion, 76 Wh",Windows 10 Home SL,,2,Vỏ nhựa - nắp lưng bằng kim loại,2021
"●
Bảo hành: 21 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",25.660.000₫,Asus TUF Gaming FX516PE i7 11370H/8GB/512GB/4GB RTX3050Ti/144Hz/Win10 (HN005T),Giá máy mới: 29.990.000₫,4.460.000₫ (14%),chính hãng laptop 2 năm,Intel Core i7 Tiger Lake,11370H,3.30 GHz,Turbo Boost 4.8 GHz,8 GB,DDR4 2 khe (1 khe 8GB onboard + 1 khe trống),3200 MHz,32 GB,"512 GB SSD NVMe PCIe, Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng",15.6 inch,Full HD (1920 x 1080),"Tấm nền IPS, Chống chói Anti Glare, Adaptive-Sync, 250 nits",Không,Card rời,"NVIDIA GeForce RTX3050Ti, 4 GB","Stereo speakers, DTS X:Ultra Audio","Jack tai nghe 3.5 mm, Thunderbolt 4 USB-C, 3 x USB 3.2, HDMI, LAN (RJ45)","Wi-Fi 6 (802.11ax), Bluetooth 5.1",Không,,Không tích hợp,Không,Có,,,"4-cell Li-ion, 76 Wh",Windows 10 Home SL,,2,Vỏ nhựa - nắp lưng bằng kim loại,2021
"●
Bảo hành: 22.5 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",26.050.000₫,Asus TUF Gaming FX516PE i7 11370H/8GB/512GB/4GB RTX3050Ti/144Hz/Win10 (HN005T),Giá máy mới: 29.990.000₫,4.460.000₫ (14%),chính hãng laptop 2 năm,Intel Core i7 Tiger Lake,11370H,3.30 GHz,Turbo Boost 4.8 GHz,8 GB,DDR4 2 khe (1 khe 8GB onboard + 1 khe trống),3200 MHz,32 GB,"512 GB SSD NVMe PCIe, Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng",15.6 inch,Full HD (1920 x 1080),"Tấm nền IPS, Chống chói Anti Glare, Adaptive-Sync, 250 nits",Không,Card rời,"NVIDIA GeForce RTX3050Ti, 4 GB","Stereo speakers, DTS X:Ultra Audio","Jack tai nghe 3.5 mm, Thunderbolt 4 USB-C, 3 x USB 3.2, HDMI, LAN (RJ45)","Wi-Fi 6 (802.11ax), Bluetooth 5.1",Không,,Không tích hợp,Không,Có,,,"4-cell Li-ion, 76 Wh",Windows 10 Home SL,,2,Vỏ nhựa - nắp lưng bằng kim loại,2021
